ligand	receptor	sources	references	database	evidence
EFNA3	EPHA2	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA3	EPHA3	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA3	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA3	EPHA5	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA3	EPHA7	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA3	EPHA8	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA4	EPHA1	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA4	EPHA2	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA4	EPHA3	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA4	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA4	EPHA5	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA4	EPHA7	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA4	EPHA8	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA5	EPHA1	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA5	EPHA2	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA5	EPHA3	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA5	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA5	EPHA5	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA5	EPHA7	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA5	EPHA8	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNA5	EPHB2	PMID:15107857;PMID:15114347	PMID:15107857;PMID:15114347	CellPhoneDB	curated
EFNB1	EPHA2	Shilts screen - VALIDATED		CellPhoneDB	curated
EFNB1	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB1	EPHB1	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB1	EPHB2	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB1	EPHB3	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB1	EPHB4	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB1	EPHB6	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB2	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB2	EPHB1	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB2	EPHB2	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB2	EPHB3	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB2	EPHB4	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB2	EPHB6	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB3	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB3	EPHB1	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB3	EPHB2	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB3	EPHB3	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB3	EPHB4	PMID:15114347	PMID:15114347	CellPhoneDB	curated
EFNB3	EPHB6	PMID:15114347	PMID:15114347	CellPhoneDB	curated
AREG	EGFR	uniprot		CellPhoneDB	curated
BTC	EGFR	uniprot		CellPhoneDB	curated
EGF	EGFR	uniprot		CellPhoneDB	curated
EPGN	EGFR	uniprot		CellPhoneDB	curated
EREG	EGFR	uniprot		CellPhoneDB	curated
EREG	ERBB4	uniprot		CellPhoneDB	curated
HBEGF	EGFR	uniprot		CellPhoneDB	curated
HBEGF	ERBB2	uniprot		CellPhoneDB	curated
HBEGF	ERBB4	uniprot		CellPhoneDB	curated
PNMT	ADRA1A	reactome		CellPhoneDB	curated
PNMT	ADRA1B	reactome		CellPhoneDB	curated
PNMT	ADRA1D	reactome		CellPhoneDB	curated
PNMT	ADRA2A	reactome		CellPhoneDB	curated
PNMT	ADRA2B	reactome		CellPhoneDB	curated
PNMT	ADRA2C	reactome		CellPhoneDB	curated
PNMT	ADRB1	HMRbase;reactome		CellPhoneDB	curated
PNMT	ADRB2	reactome		CellPhoneDB	curated
PNMT	ADRB3	reactome		CellPhoneDB	curated
HSD17B1	ESR1	HMRbase;reactome		CellPhoneDB	curated
HSD17B1	ESR2	HMRbase		CellPhoneDB	curated
HSD17B1	GPER1	reactome;uniprot		CellPhoneDB	curated
HSD17B1	NR1I2	HMRbase		CellPhoneDB	curated
FCER2	CR2	PMID:16785534;PMC2212946	PMID:16785534;PMC2212946	CellPhoneDB	curated
FCER2	FGFR2	Shilts screen - VALIDATED		CellPhoneDB	curated
FCER2	ITGAM	PMID:7621072;PMID:8745401	PMID:7621072;PMID:8745401	CellPhoneDB	curated
FCER2	ITGB2	PMID:7621072;PMID:8745401	PMID:7621072;PMID:8745401	CellPhoneDB	curated
FCER2	ITGAV	PMID:10037797	PMID:10037797	CellPhoneDB	curated
FCER2	ITGB3	PMID:10037797	PMID:10037797	CellPhoneDB	curated
FCER2	ITGAX	PMID:7621072	PMID:7621072	CellPhoneDB	curated
FCER2	ITGB2	PMID:7621072	PMID:7621072	CellPhoneDB	curated
FGF1	FGFR1	uniprot		CellPhoneDB	curated
FGF1	FGFR2	uniprot;reactome;PMID:27458533		CellPhoneDB	curated
FGF1	FGFR3	uniprot;reactome;PMID:27458533		CellPhoneDB	curated
FGF1	FGFR4	reactome;PMID:25772309		CellPhoneDB	curated
FGF1	ITGAV	uniprot		CellPhoneDB	curated
FGF1	ITGB3	uniprot		CellPhoneDB	curated
FGF10	FGFR2	reactome;PMID:25772309		CellPhoneDB	curated
FGF17	FGFR3	uniprot;reactome;PMID:27458533;PMID:25772309		CellPhoneDB	curated
FGF19	FGFR4	uniprot;reactome;PMID:25772309		CellPhoneDB	curated
FGF19	KLB	uniprot;reactome;PMID:25772309		CellPhoneDB	curated
FGF2	FGFR1	uniprot		CellPhoneDB	curated
FGF2	FGFR2	uniprot		CellPhoneDB	curated
FGF2	FGFR3	uniprot		CellPhoneDB	curated
FGF2	FGFR4	uniprot		CellPhoneDB	curated
FGF2	ITGAV	uniprot		CellPhoneDB	curated
FGF2	ITGB3	uniprot		CellPhoneDB	curated
FGF20	FGFR3	uniprot;reactome;PMID:25772309		CellPhoneDB	curated
FGF21	FGFR4	uniprot;PMID:25772309		CellPhoneDB	curated
FGF21	KLB	uniprot;PMID:25772309		CellPhoneDB	curated
FGF22	FGFR2	reactome;PMID:25772309		CellPhoneDB	curated
FGF23	FGFR1	reactome;PMID:25772309		CellPhoneDB	curated
FGF23	KL	reactome;PMID:25772309		CellPhoneDB	curated
FGF3	FGFR2	reactome;PMID:25772309		CellPhoneDB	curated
FGF4	FGFR1	uniprot;reactome;PMID:27458533;PMID:25772309		CellPhoneDB	curated
FGF5	FGFR1	uniprot;reactome;PMID:27458533;PMID:25772309		CellPhoneDB	curated
FGF6	FGFR1	uniprot;reactome;PMID:27458533;PMID:25772309		CellPhoneDB	curated
FGF7	FGFR2	reactome;PMID:25772309		CellPhoneDB	curated
FGF8	FGFR3	uniprot;reactome;PMID:27458533;PMID:25772309		CellPhoneDB	curated
FGF9	FGFR3	uniprot;reactome;PMID:27458533;PMID:25772309		CellPhoneDB	curated
FGL1	LAG3	uniprot		CellPhoneDB	curated
NCAM1	FGFR1	PMID:12791257	PMID:12791257	CellPhoneDB	curated
FLRT1	ADGRL1	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
FLRT1	ADGRL3	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
FLRT1	ADGRL1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TENM2	ADGRL1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
FLRT1	ADGRL3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TENM3	ADGRL3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TENM4	ADGRL1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
FLRT2	ADGRL1	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
FLRT2	ADGRL3	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
FLRT3	ADGRL2	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
FLRT3	ADGRL3	PMID:29100073;PMID:31354411	PMID:29100073;PMID:31354411	CellPhoneDB	curated
FLRT3	ADGRL1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
FLRT3	ADGRL2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
TENM2	ADGRL2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
FLRT3	ADGRL3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD1	GABBR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC32A1	GABBR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD1	GABBR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC32A1	GABBR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD1	GABRA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD1	GABRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC32A1	GABRA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC32A1	GABRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD1	GABRD	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC32A1	GABRD	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD1	GABRG2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC32A1	GABRG2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD1	GABRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC32A1	GABRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD1	GABRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC32A1	GABRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD1	GABRA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD1	GABRE	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC32A1	GABRA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC32A1	GABRE	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD1	GABRQ	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC32A1	GABRQ	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD1	GABRA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC32A1	GABRA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD1	GABRA5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC32A1	GABRA5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD1	GABRA6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC32A1	GABRA6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A1	GABBR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A1	GABBR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A1	GABRA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A1	GABRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A1	GABRD	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A1	GABRG2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A1	GABRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A1	GABRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A1	GABRA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A1	GABRE	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A1	GABRQ	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A1	GABRA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A1	GABRA5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A1	GABRA6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A11	GABBR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A11	GABBR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A11	GABRA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A11	GABRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A11	GABRD	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A11	GABRG2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A11	GABRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A11	GABRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A11	GABRA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A11	GABRE	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A11	GABRQ	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A11	GABRA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A11	GABRA5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A11	GABRA6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A12	GABBR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A12	GABBR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A12	GABRA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A12	GABRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A12	GABRD	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A12	GABRG2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A12	GABRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A12	GABRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A12	GABRA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A12	GABRE	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A12	GABRQ	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A12	GABRA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A12	GABRA5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A12	GABRA6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A13	GABBR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A13	GABBR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A13	GABRA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A13	GABRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A13	GABRD	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A13	GABRG2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A13	GABRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A13	GABRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A13	GABRA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A13	GABRE	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A13	GABRQ	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A13	GABRA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A13	GABRA5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A13	GABRA6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A6	GABBR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A6	GABBR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A6	GABRA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A6	GABRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A6	GABRD	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A6	GABRG2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A6	GABRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A6	GABRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A6	GABRA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A6	GABRE	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A6	GABRQ	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A6	GABRA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A6	GABRA5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A6	GABRA6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A8	GABBR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A8	GABBR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A8	GABRA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A8	GABRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A8	GABRD	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A8	GABRG2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A8	GABRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A8	GABRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A8	GABRA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A8	GABRE	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A8	GABRQ	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A8	GABRA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A8	GABRA5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A8	GABRA6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD2	GABBR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD2	GABBR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD2	GABRA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD2	GABRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD2	GABRD	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD2	GABRG2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD2	GABRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD2	GABRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD2	GABRA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD2	GABRE	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD2	GABRQ	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD2	GABRA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD2	GABRA5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAD2	GABRA6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAL	GALR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAL	GALR1	uniprot		CellPhoneDB	curated
GAL	GPR151	uniprot		CellPhoneDB	curated
GAL	GALR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAL	GALR2	uniprot		CellPhoneDB	curated
GAL	GALR3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAL	GALR3	uniprot		CellPhoneDB	curated
GALP	GALR1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GALP	GALR1	uniprot		CellPhoneDB	curated
GALP	GPR151	uniprot		CellPhoneDB	curated
GALP	GALR2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GALP	GALR2	uniprot		CellPhoneDB	curated
GALP	GALR3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GALP	GALR3	uniprot		CellPhoneDB	curated
LGALS3	MERTK	uniprot		CellPhoneDB	curated
LGALS9	BCR	PMID:30120235	PMID:30120235	CellPhoneDB	curated
LGALS9	CD22	PMID:30120235	PMID:30120235	CellPhoneDB	curated
LGALS9	PTPRC	PMID:30120235	PMID:30120235	CellPhoneDB	curated
LGALS9	HAVCR2	PMID:27192565;Uniprot	PMID:27192565;Uniprot	CellPhoneDB	curated
LGALS9	P4HB	PMID:21670307;uniprot	PMID:21670307;uniprot	CellPhoneDB	curated
GAST	ADGRG1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAST	CCKAR	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAST	CCKBR	uniprot;HMRbase;reactome		CellPhoneDB	curated
GIP	GIPR	uniprot		CellPhoneDB	curated
GRP	GRPR	uniprot;HMRbase;reactome		CellPhoneDB	curated
GRP	NMBR	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
GLS	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A6	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A7	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC17A8	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	curated
