ligand	receptor	sources	references	databases	n_databases
IL24	IL22RA1	uniprot		CellPhoneDB	1
IL25	IL17RA	NA_IL17E_called_IL25		CellPhoneDB	1
IL25	IL17RB	NA_IL17E_called_IL25		CellPhoneDB	1
IL26	IL10RB	PMID:25421700	PMID:25421700	CellPhoneDB	1
IL26	IL20RA	PMID:25421700	PMID:25421700	CellPhoneDB	1
IL27	IL27RA	uniprot		CellPhoneDB	1
IL27	IL6ST	uniprot		CellPhoneDB	1
IL3	CSF2RB	uniprot		CellPhoneDB	1
IL3	IL3RA	uniprot		CellPhoneDB	1
IL33	IL1RAP	uniprot		CellPhoneDB	1
IL33	IL1RL1	uniprot		CellPhoneDB	1
IL34	CSF1R	uniprot		CellPhoneDB	1
IL36A	IL1RAP	uniprot		CellPhoneDB	1
IL36A	IL1RL2	uniprot		CellPhoneDB	1
IL36B	IL1RAP	uniprot		CellPhoneDB	1
IL36B	IL1RL2	uniprot		CellPhoneDB	1
IL36G	IL1RAP	uniprot		CellPhoneDB	1
IL36G	IL1RL2	uniprot		CellPhoneDB	1
IL36RN	IL1RAP	uniprot		CellPhoneDB	1
IL36RN	IL1RL2	uniprot		CellPhoneDB	1
IL37	IL18R1	See_paper_Nold_Petry_et_al.;2015		CellPhoneDB	1
IL37	SIGIRR	See_paper_Nold_Petry_et_al.;2015		CellPhoneDB	1
IL4	IL13RA1	PDB:3bpn		CellPhoneDB	1
IL4	IL2RG	3qb7;PDB		CellPhoneDB	1
IL4	IL4R	3qb7;PDB;PDB:3bpn		CellPhoneDB	1
IL5	CSF2RB	3qt2;PDB_partially		CellPhoneDB	1
IL5	IL5RA	3qt2;PDB_partially		CellPhoneDB	1
IL6	IL6R	1p9m;PDB		CellPhoneDB	1
IL6	IL6ST	1p9m;PDB		CellPhoneDB	1
IL7	IL2RG	3di2;PDB_partially		CellPhoneDB	1
IL7	IL7R	3di2;PDB_partially		CellPhoneDB	1
IL9	IL2RG	uniprot		CellPhoneDB	1
IL9	IL9R	uniprot		CellPhoneDB	1
INHA	ACVR1	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHA	ACVR1B	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHA	ACVR1C	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHA	ACVR2A	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHA	ACVR2B	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHBA	ACVR1	PMID:22710174;PMID:22991378;less_common_binding;PMID:22710174;PMID:22991378_	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHBA	ACVR1B	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHBA	ACVR1C	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHBA	ACVR2A	PMID:22710174;PMID:22991378;less_common_binding;PMID:22710174;PMID:22991378_	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHBA	ACVR2B	PMID:22710174;PMID:22991378;less_common_binding;PMID:22710174;PMID:22991378_	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHBB	ACVR1	PMID:22710174;PMID:22991378;less_common_binding;PMID:22710174;PMID:22991378_	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHBB	ACVR1B	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHBB	ACVR1C	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHBB	ACVR2A	PMID:22710174;PMID:22991378;less_common_binding;PMID:22710174;PMID:22991378_	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHBB	ACVR2B	PMID:22710174;PMID:22991378;less_common_binding;PMID:22710174;PMID:22991378_	PMID:22710174;PMID:22991378	CellPhoneDB	1
INHBC	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	1
INHBC	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	1
INHBE	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	1
INHBE	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	1
INS	INSR	uniprot		CellPhoneDB	1
INSL3	RXFP2	uniprot;reactome		CellPhoneDB	1
INSL5	RXFP4	uniprot;reactome		CellPhoneDB	1
ITGAV	ADGRA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
ITGAV	ADGRB1	uniprot;reactome;IUPHAR		CellPhoneDB	1
ITGAV	ADGRE2	uniprot;reactome;IUPHAR		CellPhoneDB	1
ITGAV	ADGRE5	uniprot;reactome;IUPHAR		CellPhoneDB	1
ITGB1	ADGRE2	uniprot;reactome;IUPHAR		CellPhoneDB	1
ITGB1	ADGRE5	uniprot;reactome;IUPHAR		CellPhoneDB	1
ITGB3	ADGRA2	uniprot;reactome;IUPHAR		CellPhoneDB	1
ITGB3	ADGRE2	uniprot;reactome;IUPHAR		CellPhoneDB	1
ITGB3	ADGRE5	uniprot;reactome;IUPHAR		CellPhoneDB	1
ITGB5	ADGRB1	uniprot;reactome;IUPHAR		CellPhoneDB	1
JAG1	CD46	PMID:23086448	PMID:23086448	CellPhoneDB	1
JAG1	NOTCH1	PMID:22353464	PMID:22353464	CellPhoneDB	1
JAG1	NOTCH2	PMID:22353464	PMID:22353464	CellPhoneDB	1
JAG1	NOTCH3	PMID:22353464	PMID:22353464	CellPhoneDB	1
JAG1	NOTCH4	PMID:22353464	PMID:22353464	CellPhoneDB	1
JAG1	VASN	Shilts screen - VALIDATED		CellPhoneDB	1
JAG2	NOTCH1	PMID:22353464	PMID:22353464	CellPhoneDB	1
JAG2	NOTCH2	PMID:22353464	PMID:22353464	CellPhoneDB	1
JAG2	NOTCH3	PMID:22353464	PMID:22353464	CellPhoneDB	1
JAG2	NOTCH4	PMID:22353464	PMID:22353464	CellPhoneDB	1
JAG2	VASN	Shilts screen - VALIDATED		CellPhoneDB	1
JAM2	ITGA4	PMID:12070135	PMID:12070135	CellPhoneDB	1
JAM2	ITGB1	PMID:12070135	PMID:12070135	CellPhoneDB	1
JAM2	JAM3	PMC1237098;PMID:11590146		CellPhoneDB	1
JAM3	ITGAM	PMID:16118203;PMC2194005	PMID:16118203;PMC2194005	CellPhoneDB	1
JAM3	ITGB2	PMID:16118203;PMC2194005	PMID:16118203;PMC2194005	CellPhoneDB	1
KISS1	KISS1R	uniprot;reactome;IUPHAR		CellPhoneDB	1
KITLG	KIT	uniprot		CellPhoneDB	1
KLRB1	CLEC2D	Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24223577		CellPhoneDB	1
KNG1	BDKRB1	uniprot;reactome		CellPhoneDB	1
KNG1	BDKRB2	uniprot;reactome		CellPhoneDB	1
KNG1	RXFP4	uniprot		CellPhoneDB	1
L1CAM	EZR	reactome		CellPhoneDB	1
L1CAM	ITGA2B	reactome		CellPhoneDB	1
L1CAM	ITGA5	PMC2120661		CellPhoneDB	1
L1CAM	ITGA9	reactome		CellPhoneDB	1
L1CAM	ITGAV	PMID:9396761;reactome	PMID:9396761	CellPhoneDB	1
L1CAM	ITGB1	PMC2120661;reactome		CellPhoneDB	1
L1CAM	ITGB3	PMID:9396761;reactome	PMID:9396761	CellPhoneDB	1
LAIR1	LILRB4	PMID:19283782	PMID:19283782	CellPhoneDB	1
LAMA2	ADGRG6	uniprot;reactome;IUPHAR		CellPhoneDB	1
LAMA3	ITGA3	uniprot		CellPhoneDB	1
LAMA3	ITGB1	uniprot		CellPhoneDB	1
LAMC1	ITGA2	uniprot		CellPhoneDB	1
LAMC1	ITGA6	uniprot		CellPhoneDB	1
LAMC1	ITGA7	uniprot		CellPhoneDB	1
LAMC1	ITGAV	uniprot		CellPhoneDB	1
LAMC1	ITGB1	uniprot		CellPhoneDB	1
LAMC1	ITGB3	uniprot		CellPhoneDB	1
LCK	CD8A	1q69;PDB_partially		CellPhoneDB	1
LCK	CD8B	1q69;PDB_partially		CellPhoneDB	1
LCN2	SLC22A17	uniprot;reactome		CellPhoneDB	1
LEFTY1	TDGF1	PMID:22710174	PMID:22710174	CellPhoneDB	1
LEFTY2	TDGF1	PMID:22710174	PMID:22710174	CellPhoneDB	1
LEP	LEPR	uniprot		CellPhoneDB	1
LGALS3	MERTK	uniprot		CellPhoneDB	1
LGALS9	BCR	PMID:30120235	PMID:30120235	CellPhoneDB	1
LGALS9	CD22	PMID:30120235	PMID:30120235	CellPhoneDB	1
LGALS9	HAVCR2	PMID:27192565;Uniprot	PMID:27192565;Uniprot	CellPhoneDB	1
LGALS9	P4HB	PMID:21670307;uniprot	PMID:21670307;uniprot	CellPhoneDB	1
LGALS9	PTPRC	PMID:30120235	PMID:30120235	CellPhoneDB	1
LHB	LHCGR	reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
LIF	IL6ST	1pvh;PDB_partially		CellPhoneDB	1
LIF	LIFR	1pvh;PDB_partially		CellPhoneDB	1
LIPA	RORA	HMRbase;PMID:12467577;PDB:1N83		CellPhoneDB	1
LIPA	RORC	uniprot		CellPhoneDB	1
LPAR1	ADGRE5	uniprot;reactome;IUPHAR		CellPhoneDB	1
LPAR2	ADGRE5	uniprot;reactome;IUPHAR		CellPhoneDB	1
LPAR3	ADGRE5	uniprot;reactome;IUPHAR		CellPhoneDB	1
LRFN4	PTPRD	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	1
LRFN4	PTPRF	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	1
LRFN4	PTPRS	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	1
LRFN5	PTPRD	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	1
LRFN5	PTPRF	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	1
LRFN5	PTPRS	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	1
LRPAP1	SORT1	uniprot		CellPhoneDB	1
LRRC4B	PTPRD	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	1
LRRC4B	PTPRF	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	1
LRRC4B	PTPRS	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	1
LRRC4C	PTPRF	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	1
LRRTM1	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	1
LRRTM1	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	1
LRRTM1	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	1
LRRTM2	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	1
LRRTM2	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	1
LRRTM2	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	1
LRRTM3	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	1
LRRTM3	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	1
LRRTM3	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	1
LRRTM4	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	1
LRRTM4	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	1
LRRTM4	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	1
LRRTM4	PTPRS	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	1
LTA	TNFRSF14	uniprot		CellPhoneDB	1
LTA	TNFRSF1A	uniprot		CellPhoneDB	1
LTA	TNFRSF1B	uniprot		CellPhoneDB	1
LTA4H	GPR17	uniprot;reactome		CellPhoneDB	1
LTA4H	LTB4R	HMRbase;uniprot;reactome		CellPhoneDB	1
LTA4H	LTB4R2	HMRbase;uniprot;reactome		CellPhoneDB	1
LTB	LTBR	uniprot		CellPhoneDB	1
LTC4S	CYSLTR1	HMRbase;HMRbase;uniprot;reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
LTC4S	CYSLTR2	HMRbase;uniprot;reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
LTC4S	FPR2	HMRbase;uniprot		CellPhoneDB	1
LTC4S	GPR17	uniprot;reactome		CellPhoneDB	1
LTC4S	OXER1	HMRbase;uniprot		CellPhoneDB	1
MADCAM1	ITGA4	uniprot		CellPhoneDB	1
MADCAM1	ITGB7	uniprot		CellPhoneDB	1
MDK	ALK	uniprot		CellPhoneDB	1
MDK	PTPRZ1	PMID:10212223	PMID:10212223	CellPhoneDB	1
MICA	HCST	1hyr;PDB_partially;Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	1
MICA	KLRK1	1hyr;PDB_partially;Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	1
MICB	HCST	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	1
MICB	KLRK1	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	1
MLN	MLNR	reactome;uniprot		CellPhoneDB	1
MMP2	ITGAV	uniprot		CellPhoneDB	1
MMP2	ITGB3	uniprot		CellPhoneDB	1
MST1	MST1R	PMID:23792360	PMID:23792360	CellPhoneDB	1
MSTN	ACVR1B	PMID:22710174	PMID:22710174	CellPhoneDB	1
MSTN	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	1
MSTN	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	1
MSTN	TGFBR1	PMID:22710174	PMID:22710174	CellPhoneDB	1
MT-RNR2	FPR2	reactome		CellPhoneDB	1
MT-RNR2	FPR3	reactome		CellPhoneDB	1
NCAM1	AGRN	reactome		CellPhoneDB	1
NCAM1	FGFR1	PMID:12791257	PMID:12791257	CellPhoneDB	1
NCR3LG1	NCR3	activating_interaction_from_uniprot		CellPhoneDB	1
NDP	FZD4	https:ghr.nlm.nih.govgeneNDP		CellPhoneDB	1
NDP	LRP5	https:ghr.nlm.nih.govgeneNDP		CellPhoneDB	1
NECTIN1	CADM3	uniprot		CellPhoneDB	1
NECTIN1	NECTIN3	PMID:12740392	PMID:12740392	CellPhoneDB	1
NECTIN1	NECTIN4	PMID:22902367	PMID:22902367	CellPhoneDB	1
NECTIN2	NECTIN3	PMID:19011627;PMID:12740392	PMID:19011627;PMID:12740392	CellPhoneDB	1
NECTIN2	TIGIT	PMID:1313846;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108	PMID:1313846;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108	CellPhoneDB	1
NECTIN3	PVR	PMID:19011627;PMID:12740392	PMID:19011627;PMID:12740392	CellPhoneDB	1
NECTIN3	TIGIT	PMID:1313846	PMID:1313846	CellPhoneDB	1
NELL2	ROBO3	reactome		CellPhoneDB	1
NGF	NGFR	uniprot		CellPhoneDB	1
NGF	NTRK1	uniprot		CellPhoneDB	1
NGF	SORT1	uniprot		CellPhoneDB	1
NLGN1	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	1
NLGN1	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	1
NLGN1	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	1
NLGN2	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	1
NLGN2	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	1
NLGN2	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	1
NLGN3	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	1
NLGN3	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	1
NLGN3	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	1
NLGN3	PTPRD	PMID:29100073;PMID:34966732	PMID:29100073;PMID:34966732	CellPhoneDB	1
NLGN4X	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	1
NLGN4X	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	1
NLGN4X	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	1
NLGN4Y	NRXN1	PMID:29100073	PMID:29100073	CellPhoneDB	1
NLGN4Y	NRXN2	PMID:29100073	PMID:29100073	CellPhoneDB	1
NLGN4Y	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	1
NMB	GRPR	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
NMB	NMBR	uniprot;HMRbase;reactome		CellPhoneDB	1
NMS	NMUR1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
NMS	NMUR2	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
NMU	NMUR1	uniprot		CellPhoneDB	1
NMU	NMUR2	uniprot		CellPhoneDB	1
NODAL	ACVR1B	PMID:22710174;reactome	PMID:22710174	CellPhoneDB	1
NODAL	ACVR1C	reactome;PMID:15150278		CellPhoneDB	1
NODAL	ACVR2A	reactome		CellPhoneDB	1
NODAL	ACVR2B	PMID:22710174;reactome;PMID:15150278	PMID:22710174	CellPhoneDB	1
NODAL	CFC1	PMID:22710174;reactome;reactome;PMID:15150278	PMID:22710174	CellPhoneDB	1
NODAL	TDGF1	PMID:22710174;reactome;reactome;PMID:15150278	PMID:22710174	CellPhoneDB	1
NPB	NPBWR1	uniprot;reactome		CellPhoneDB	1
NPB	NPBWR2	uniprot;reactome		CellPhoneDB	1
NPFF	NPFFR1	uniprot;reactome;IUPHAR		CellPhoneDB	1
NPFF	NPFFR2	uniprot;reactome;IUPHAR		CellPhoneDB	1
NPPA	NPR1	uniprot		CellPhoneDB	1
NPS	NPSR1	uniprot		CellPhoneDB	1
NPW	NPBWR1	uniprot;reactome		CellPhoneDB	1
NPW	NPBWR2	uniprot;reactome		CellPhoneDB	1
NPY	NPY1R	uniprot;reactome;IUPHAR		CellPhoneDB	1
NPY	NPY2R	uniprot;reactome;IUPHAR		CellPhoneDB	1
NPY	NPY4R	uniprot;reactome;IUPHAR		CellPhoneDB	1
NPY	NPY5R	uniprot;reactome;IUPHAR		CellPhoneDB	1
NPY	PRLHR	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
NRG1	ERBB3	uniprot		CellPhoneDB	1
NRG1	ERBB4	uniprot		CellPhoneDB	1
NRG1	ITGA6	uniprot		CellPhoneDB	1
NRG1	ITGB4	uniprot		CellPhoneDB	1
NRG2	ERBB3	uniprot		CellPhoneDB	1
NRG2	ERBB4	uniprot		CellPhoneDB	1
NRG3	ERBB4	uniprot		CellPhoneDB	1
NRG4	ERBB4	uniprot		CellPhoneDB	1
NRTN	GFRA2	uniprot		CellPhoneDB	1
NRTN	RET	uniprot		CellPhoneDB	1
NRXN1	ADGRL1	uniprot;reactome;IUPHAR		CellPhoneDB	1
NRXN1	DAG1	PMID:29100073	PMID:29100073	CellPhoneDB	1
NRXN1	GRID2	uniprot;reactome;IUPHAR		CellPhoneDB	1
NRXN2	ADGRL1	uniprot;reactome;IUPHAR		CellPhoneDB	1
NRXN2	DAG1	PMID:29100073	PMID:29100073	CellPhoneDB	1
NRXN3	ADGRL1	uniprot;reactome;IUPHAR		CellPhoneDB	1
NSMF	GNRHR	uniprot;HMRbase		CellPhoneDB	1
NT5E	ADORA1	uniprot;reactome;IUPHAR		CellPhoneDB	1
NT5E	ADORA2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
NT5E	ADORA2B	uniprot;reactome;IUPHAR		CellPhoneDB	1
NT5E	ADORA3	uniprot;reactome;IUPHAR		CellPhoneDB	1
NTF3	NGFR	uniprot		CellPhoneDB	1
NTF3	NTRK1	uniprot		CellPhoneDB	1
NTF3	NTRK2	uniprot		CellPhoneDB	1
NTF3	NTRK3	uniprot		CellPhoneDB	1
NTF4	NGFR	uniprot		CellPhoneDB	1
NTF4	NTRK2	uniprot		CellPhoneDB	1
NTN1	DCC	uniprot		CellPhoneDB	1
NTN1	DSCAM	uniprot		CellPhoneDB	1
NTN1	UNC5A	uniprot		CellPhoneDB	1
NTN1	UNC5B	uniprot		CellPhoneDB	1
NTN1	UNC5C	uniprot		CellPhoneDB	1
NTN4	NTRK2	uniprot		CellPhoneDB	1
NTN4	UNC5B	uniprot		CellPhoneDB	1
NTN4	UNC5D	uniprot		CellPhoneDB	1
NTS	NTSR1	uniprot;reactome;IUPHAR		CellPhoneDB	1
NTS	NTSR2	uniprot;reactome;IUPHAR		CellPhoneDB	1
NTS	SORT1	uniprot		CellPhoneDB	1
NXNL1	BSG	uniprot;PMID:25957687		CellPhoneDB	1
NXNL1	SLC16A1	uniprot;PMID:25957687		CellPhoneDB	1
OMD	ITGAV	uniprot		CellPhoneDB	1
OMD	ITGB3	uniprot		CellPhoneDB	1
OSM	IL6ST	uniprot		CellPhoneDB	1
OSM	LIFR	uniprot		CellPhoneDB	1
OSM	OSMR	uniprot		CellPhoneDB	1
OXT	AVPR1A	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
OXT	AVPR1B	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
OXT	AVPR2	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
OXT	OXTR	uniprot;HMRbase;reactome		CellPhoneDB	1
PDCD1LG2	PDCD1	antigen_stimulated_T_cells_become_anergic._PMID:23954143		CellPhoneDB	1
PDGFA	PDGFRA	uniprot		CellPhoneDB	1
PDGFB	PDGFRA	uniprot		CellPhoneDB	1
PDGFB	PDGFRB	uniprot		CellPhoneDB	1
PDGFC	PDGFRA	uniprot		CellPhoneDB	1
PDGFD	PDGFRA	uniprot		CellPhoneDB	1
PDGFD	PDGFRB	uniprot		CellPhoneDB	1
PDYN	OPRD1	reactome		CellPhoneDB	1
PDYN	OPRK1	reactome		CellPhoneDB	1
PDYN	OPRM1	uniprot;reactome		CellPhoneDB	1
PECAM1	CD38	PMID:9551996;PMID:26407101	PMID:9551996;PMID:26407101	CellPhoneDB	1
PENK	GHSR	uniprot;reactome;IUPHAR		CellPhoneDB	1
PENK	OPRD1	reactome		CellPhoneDB	1
PENK	OPRK1	reactome		CellPhoneDB	1
PENK	OPRM1	reactome		CellPhoneDB	1
PF4	CXCR3	PMID:24218476	PMID:24218476	CellPhoneDB	1
PGF	FLT1	uniprot		CellPhoneDB	1
PGF	KDR	uniprot		CellPhoneDB	1
PGF	NRP1	uniprot		CellPhoneDB	1
PGF	NRP2	uniprot		CellPhoneDB	1
PI16	TNFRSF21	Shilts screen - VALIDATED		CellPhoneDB	1
PLA2G2A	ITGA4	uniprot		CellPhoneDB	1
PLA2G2A	ITGA5	uniprot		CellPhoneDB	1
PLA2G2A	ITGB1	uniprot		CellPhoneDB	1
PLAU	PLAUR	uniprot		CellPhoneDB	1
PLAUR	ITGA4	PMID:11053440	PMID:11053440	CellPhoneDB	1
PLAUR	ITGAV	PMID:11053440;PMID:15863511	PMID:11053440;PMID:15863511	CellPhoneDB	1
PLAUR	ITGB1	PMID:11053440	PMID:11053440	CellPhoneDB	1
PLAUR	ITGB3	PMID:11053440;PMID:15863511	PMID:11053440;PMID:15863511	CellPhoneDB	1
PLG	ITGA2B	uniprot		CellPhoneDB	1
PLG	ITGB3	uniprot		CellPhoneDB	1
PMCH	MCHR1	reactome		CellPhoneDB	1
PMCH	MCHR2	reactome		CellPhoneDB	1
PNMT	ADRA1A	reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
PNMT	ADRA1B	reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
PNMT	ADRA1D	reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
PNMT	ADRA2A	reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
PNMT	ADRA2B	reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
PNMT	ADRA2C	reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
PNMT	ADRB1	HMRbase;reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
PNMT	ADRB2	reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
PNMT	ADRB3	reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
PNOC	OPRL1	uniprot;reactome		CellPhoneDB	1
PODXL	SELL	PMID:22814396	PMID:22814396	CellPhoneDB	1
PODXL2	SELE	uniprot		CellPhoneDB	1
PODXL2	SELL	uniprot		CellPhoneDB	1
PODXL2	SELP	uniprot		CellPhoneDB	1
POMC	MC1R	uniprot;HMRbase;reactome		CellPhoneDB	1
POMC	MC2R	uniprot		CellPhoneDB	1
POMC	MC3R	uniprot;reactome		CellPhoneDB	1
POMC	MC4R	uniprot;reactome		CellPhoneDB	1
POMC	MC5R	uniprot;reactome		CellPhoneDB	1
POMC	OPRD1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
POMC	OPRK1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
POMC	OPRM1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
PPBP	CXCR1	PMID:24218476	PMID:24218476	CellPhoneDB	1
PPBP	CXCR2	PMID:24218476	PMID:24218476	CellPhoneDB	1
PPIA	BSG	reactome		CellPhoneDB	1
PPY	NPY1R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
PPY	NPY2R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
PPY	NPY4R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
PPY	NPY5R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
PRL	PRLR	uniprot;HMRbase;PMID:12580759		CellPhoneDB	1
PRLH	PRLHR	uniprot;HMRbase;reactome		CellPhoneDB	1
PRNP	ADGRG6	uniprot;reactome;IUPHAR		CellPhoneDB	1
PROC	PROCR	reactome		CellPhoneDB	1
PROK1	PROKR1	reactome;uniprot		CellPhoneDB	1
PROK1	PROKR2	reactome;uniprot		CellPhoneDB	1
PROK2	PROKR1	reactome;uniprot		CellPhoneDB	1
PROK2	PROKR2	reactome;uniprot		CellPhoneDB	1
PRXL2B	PTGFR	HMRbase;uniprot;reactome		CellPhoneDB	1
PSAP	GPR37	uniprot		CellPhoneDB	1
PSAP	GPR37L1	uniprot		CellPhoneDB	1
PSPN	GFRA4	uniprot		CellPhoneDB	1
PSPN	RET	uniprot		CellPhoneDB	1
PTGDS	PTGDR	uniprot;reactome;IUPHAR		CellPhoneDB	1
PTGDS	PTGDR2	uniprot;reactome;IUPHAR		CellPhoneDB	1
PTGES	PTGER1	HMRbase;reactome;uniprot		CellPhoneDB	1
PTGES	PTGER2	HMRbase;uniprot		CellPhoneDB	1
PTGES	PTGER3	HMRbase;uniprot		CellPhoneDB	1
PTGES	PTGER4	HMRbase;uniprot		CellPhoneDB	1
PTGES2	PTGER1	HMRbase;reactome;uniprot		CellPhoneDB	1
PTGES2	PTGER2	HMRbase;uniprot		CellPhoneDB	1
PTGES2	PTGER3	HMRbase;uniprot		CellPhoneDB	1
PTGES2	PTGER4	HMRbase;uniprot		CellPhoneDB	1
PTGES3	PTGER1	HMRbase;reactome;uniprot		CellPhoneDB	1
PTGES3	PTGER2	HMRbase;uniprot		CellPhoneDB	1
PTGES3	PTGER3	HMRbase;uniprot		CellPhoneDB	1
PTGES3	PTGER4	HMRbase;uniprot		CellPhoneDB	1
PTGIS	PTGIR	HMRbase;uniprot;reactome		CellPhoneDB	1
PTGR1	LTB4R	HMRbase;uniprot;reactome		CellPhoneDB	1
