source_genesymbol	target_genesymbol	consensus_stimulation	consensus_inhibition	references	sources
FOXA2	SFTPB	0	0	19096034	ExTRI
SP1	SFTPB	0	0	10710519;19096034;20418387;9006959	ExTRI;GEREDB;HTRI;NTNU.Curated
SP3	SFTPB	0	0	10710519;19096034;9006959	ExTRI;HTRI;NTNU.Curated
HIF1A	FOXM1	0	0	19097132;22831955	DoRothEA-A;ExTRI;HTRI;NTNU.Curated
ZNF699	NOTCH1	0	0	19098907	ExTRI
TP63	IL16	0	0	19100623	ExTRI
TP53	PDF	0	0	19100681	ExTRI;NTNU.Curated
CEBPB	HDC	0	0	19103154	ExTRI;GEREDB
SSRP1	WDTC1	0	0	19103157	ExTRI
FOXN1	NOTCH1	0	0	19103190;23566955;24113181	ExTRI
MSX2	NOTCH1	0	0	19103190	ExTRI;NTNU.Curated
PPARG	IL13	0	0	19103521	ExTRI;NTNU.Curated
EGR1	CASQ1	0	0	19103607	ExTRI;NTNU.Curated
POU1F1	SNCG	0	0	19103719	ExTRI
HIF1A	SLC29A2	0	0	19105964	ExTRI
ATF5	ATF7IP	0	0	19106100	ExTRI
MEF2A	KLF2	0	0	19106103;19696221;19696400	ExTRI;GEREDB
KLF2	MEF2A	0	0	19696221	ExTRI
FOXL2	FST	0	0	19106105;23567549	ExTRI;NTNU.Curated
PITX2	LHB	0	0	19106114	ExTRI
RXRA	CYP7A1	0	0	16049268;19106115;20338915	DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;TRRUST
PGR	LHB	0	0	19106225	ExTRI;NTNU.Curated
PITX2	CHI3L1	0	0	19106306	ExTRI
DLX4	SECISBP2	0	0	19106619	ExTRI
HIF1A	RPS6KB1	0	0	19106818	ExTRI
SNAI1	KRAS	0	0	19107228	ExTRI
SNAI1	TP53	0	0	19107228	ExTRI
HIF1A	GRIN1	0	0	19109507	ExTRI
SP3	SLC9A8	0	0	19109523	ExTRI
SPI1	CLEC4G	0	0	19111020	ExTRI;TRRUST
MYC	BRD7	0	0	19111069	DoRothEA-A;ExTRI;GEREDB;HTRI;TRRUST
MAX	BRD7	0	0	19111069	ExTRI;TRRUST
NR2F1	TNFAIP8	0	0	19112178	ExTRI
NR2F2	TNFAIP8	0	0	19112178	ExTRI
NR2F1	TNF	0	0	19112178	ExTRI
IKZF1	HBG1	0	0	19114560	ExTRI;GEREDB;NTNU.Curated
IKZF1	GATA2	0	0	19114560	ExTRI;NTNU.Curated
HNF4A	RNASE2	0	0	19115260	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
ZNF362	RNASE2	0	0	19115260	ExTRI
HNF4A	CD82	0	0	19115260	ExTRI
SP1	CD82	0	0	19115260	ExTRI
TFAP2A	KCTD1	0	0	19115315	ExTRI
TFAP2A	KCTD10	0	0	19115315;19154347	ExTRI;HTRI
TFAP2A	TNFAIP1	0	0	19115315	ExTRI
ZEB1	MMP1	0	0	19116136;21241837	ExTRI;GEREDB;NTNU.Curated
ZEB1	CDH13	0	0	19116147	ExTRI;NTNU.Curated
NR4A1	TRGV9	0	0	19116245	ExTRI
HES1	TRGV9	0	0	19116245	ExTRI
ZGLP1	PAX6	0	0	19116343	ExTRI
SP1	DLC1	0	0	19116449	ExTRI
ATF2	PRKCD	0	0	19116455	ExTRI;GEREDB
RUNX2	COL10A1	0	0	19116917;21887706	ExTRI;NTNU.Curated;TFactS
CEBPZ	COL10A1	0	0	19116917	ExTRI
GABPA	IL2	0	0	19116932	ExTRI
GABPA	SYVN1	0	0	19116932	ExTRI;NTNU.Curated
ESR1	BTG2	0	0	19117054	DoRothEA-A;ExTRI;HTRI;TRRUST
NR2F2	WNT10B	0	0	19117548	ExTRI;GEREDB
ESR1	RLIM	0	0	19117995	ExTRI
POU2F1	PTGIR	0	0	19118563	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
SPI1	PTGIR	0	0	19118563;22381139	DoRothEA-A;ExTRI;HTRI;TRRUST
MYF5	VGLL2	0	0	19118645	ExTRI
POU2F1	CDKN1A	0	0	19118657	ExTRI;NTNU.Curated
PAX2	DEFB1	0	0	19118900	ExTRI;NTNU.Curated
TP53	DUSP11	0	0	19120688	DoRothEA-A;ExTRI;HTRI
HIF1A	APP	0	0	19123465	ExTRI
HIF1A	RPSA	0	0	19123465	ExTRI
VSX2	TP53	0	0	19124064	ExTRI
STAT1	IL10	0	0	12817009;18292493;19124156;19703987;20709027;21041726;21398617	CytReg;DoRothEA-A;ExTRI;TRRUST
GLI2	HES1	0	0	19124651	ExTRI;NTNU.Curated
EGR1	RCAN1	0	0	19124655	ExTRI;NTNU.Curated
GATA3	STAT1	0	0	19124715	ExTRI
STAT1	GATA3	0	0	19124715	ExTRI
IKZF1	GATA3	0	0	18941217;19124715	ExTRI;GEREDB;NTNU.Curated
IKZF1	STAT1	0	0	19124715	ExTRI;NTNU.Curated
CTCF	IL4	0	0	19124743	CytReg;ExTRI
STAT1	FOXP3	0	0	19124747	ExTRI;GEREDB;NTNU.Curated;TRRUST
STAT1	IL27	0	0	19124747;22761702	ExTRI;TRRUST
NR1H3	PRKAA1	0	0	19125418;20395595	ExTRI
AR	CCAR2	0	0	19126541	ExTRI
ESR2	CCDC62	0	0	19126643	ExTRI
JUN	CCN1	0	0	12939282;19126648;21029732	ExTRI;NTNU.Curated
FOXA1	BCL2	0	0	19127412	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;SIGNOR;TRRUST
SP1	CLEC2D	0	0	19127542	ExTRI;NTNU.Curated
SP7	CLEC2D	0	0	19127542	ExTRI;NTNU.Curated
IRF3	CDKN1A	0	0	19129183;21133648	ExTRI;NTNU.Curated
IRF5	CDKN1A	0	0	19129183;21133648;22507190	ExTRI;NTNU.Curated
NCOA1	CYP4F12	0	0	19129222	ExTRI
NR1I2	CYP4F12	0	0	19129222	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
CTCF	CISH	0	0	19129223	ExTRI
CTCF	DHPS	0	0	19129223	ExTRI
NKX2-5	ETV2	0	0	19129488;24984259	ExTRI;NTNU.Curated
ETV4	VEGFA	0	0	19129951	ExTRI;HTRI;NTNU.Curated
EGR1	FYN	0	0	19131339	ExTRI;GEREDB
SP1	FYN	0	0	19131339	ExTRI;GEREDB
HNF4A	THOP1	0	0	19131506	ExTRI
NR2C1	POU5F1	0	0	19131575	ExTRI;NTNU.Curated
NR2C2	POU5F1	0	0	19131575	ExTRI;NTNU.Curated
ERF	EGFR	0	0	19132220;20978205	ExTRI
USF1	CELA2A	0	0	19132220	ExTRI
USF1	EGFR	0	0	19132220	ExTRI
USF1	ERF	0	0	19132220	ExTRI
USF2	EGFR	0	0	19132220	ExTRI
HIF1A	RAC1	0	0	19132225;20001745	ExTRI
MZF1	EIF2AK1	0	0	19133234	ExTRI;NTNU.Curated
POU4F1	GAL	0	0	19135033	ExTRI;GEREDB
NR1H3	ELOVL5	0	0	19136075	ExTRI;GEREDB;NTNU.Curated
SREBF1	ELOVL5	0	0	19136075	ExTRI;GEREDB;NTNU.Curated;TFactS
HOXD13	IL6	0	0	19136380	ExTRI
ZBED1	HP	0	0	19136464	ExTRI
GRHL3	BAX	0	0	19136938;23291169	ExTRI
EGR1	BAX	0	0	19137013	ExTRI;NTNU.Curated;Pavlidis2021
EGR1	YES1	0	0	19137013	ExTRI
ELF4	AQP2	0	0	19138132	ExTRI
NFAT5	HLA-DQA1	0	0	19138132	ExTRI
TP53	FRMD5	0	0	19139068	ExTRI;TRRUST
ESR1	AICDA	0	0	19139166;23181348	ExTRI;NTNU.Curated
NANOG	CDC25A	0	0	17761754;19139263	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
NANOG	CDK6	0	0	17761754;19139263;22378194	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
SP1	MICA	0	0	19139882	ExTRI;TRRUST
HIF1A	MUC1	0	0	19141292;19549898;22869720	ExTRI;NTNU.Curated;TRRUST
FOXA1	PDX1	0	0	19141476	ExTRI;GEREDB;NTNU.Curated
NR3C1	BMAL1	0	0	19141540	ExTRI
TP53	EPCAM	0	0	19141643	DoRothEA-A;ExTRI;HTRI
MSC	AMY2A	0	0	19143991	ExTRI
NR1I2	PRMT1	0	0	19144646	ExTRI
NRF1	GRIN2C	0	0	19144849	ExTRI;NTNU.Curated
NRF1	CPOX	0	0	19144849;19166514;19615412;23871830;9092564	ExTRI
NRF1	GRIN1	0	0	19144849	ExTRI
NRF1	GRIN2A	0	0	19144849	ExTRI
NRF1	GRIN3A	0	0	19144849	ExTRI
HIF1A	PARK7	0	0	19144925	ExTRI
NR2F2	KDR	0	0	19144989	ExTRI
NKX2-2	AKT1	0	0	19145069	ExTRI
NKX2-2	CDKN1B	0	0	19145069	ExTRI
NKX2-2	PI3	0	0	19145069	ExTRI
NKX2-2	PRKCG	0	0	19145069	ExTRI
AHR	SMOC2	0	0	19146932	ExTRI
NFATC3	B3GAT3	0	0	19147493	ExTRI;GEREDB
NFATC4	B3GAT3	0	0	19147493	ExTRI;GEREDB
NFAT5	B3GAT3	0	0	19147493	ExTRI;GEREDB
SOX17	NES	0	0	19147497	ExTRI
NR5A1	NES	0	0	19147497	ExTRI
POU3F3	NES	0	0	19147497	ExTRI
SOX2	NES	0	0	19147497	ExTRI;GEREDB;NTNU.Curated;TFactS
POU2F1	NES	0	0	19147497	ExTRI;NTNU.Curated
TFAP2A	ILK	0	0	19147542;19176380;24361375	ExTRI
AR	KLK4	0	0	10077646;12539223;19147544;22155408	ExTRI;TFactS;TRRUST
PGR	KLK4	0	0	19147544	ExTRI;NTNU.Curated;SIGNOR;TRRUST
RBPJ	NOTCH2	0	0	19147558;9032325	ExTRI
RBPJ	TNC	0	0	19147558	ExTRI;NTNU.Curated
SOX4	DLL1	0	0	19147588	ExTRI;NTNU.Curated
SOX4	EGFR	0	0	19147588	ExTRI;NTNU.Curated
SOX4	FZD5	0	0	19147588	ExTRI;NTNU.Curated
SOX4	PTCH1	0	0	19147588	ExTRI;NTNU.Curated
SOX4	TNC	0	0	19147588	ExTRI;NTNU.Curated
KLF4	SLC39A4	0	0	19147802	ExTRI;NTNU.Curated
HNF4A	RBP1	0	0	19147806	ExTRI
NANOG	DKK1	0	0	19148141	ExTRI;NTNU.Curated;TRRUST
SP1	AMACR	0	0	19148275	ExTRI;NTNU.Curated;TRRUST
ZNF202	AMACR	0	0	19148275	ExTRI;NTNU.Curated;TRRUST
EMX1	APC	0	0	19149881	ExTRI
HNF4A	APC	0	0	19149881;22986531	ExTRI
MYC	AXIN2	0	0	19149881;24299953	ExTRI;TRRUST
STAT3	SALL4	0	0	19151334	ExTRI;NTNU.Curated;SIGNOR;TRRUST
YBX1	MET	0	0	19151767;19648825	ExTRI;TRRUST
FOS	CSNK2A1	0	0	1915270	ExTRI
ZNF91	GAL	0	0	1915298	ExTRI
ZNF91	VPS4B	0	0	1915298	ExTRI
NR4A3	CCND1	0	0	19153266	ExTRI;GEREDB
MYC	PEBP1	0	0	19153603	ExTRI
ARNT	CA9	0	0	19154183;22387692	ExTRI;GEREDB;SIGNOR;TRRUST
SP1	KCTD10	0	0	19154347	ExTRI;GEREDB;HTRI
NR2F2	VEGFC	0	0	19154418;24122412	ExTRI
TP53	LASP1	0	0	19155088	ExTRI
NR1H2	CLC	0	0	19155276	ExTRI
NR1H2	POLR2B	0	0	19155276	ExTRI
CTCF	CSF2	0	0	19158269;23024272	ExTRI;TRRUST
HBP1	H1-2	0	0	19158276	ExTRI
HBP1	NFKBIA	0	0	19158276	ExTRI
ESR1	BCL2	0	0	10542244;11261829;18414489;19148464;19160418;20664923;21841772;9306964	DoRothEA-A;ExTRI;HTRI;TRRUST
PROX1	IFNG	0	0	19160541;20064070	CytReg;ExTRI;GEREDB;SIGNOR;TRRUST
HDGF	SMYD1	0	0	19162039	ExTRI;TRRUST
GRHL3	SMYD1	0	0	19162039	ExTRI
SP1	EZR	0	0	19164283;21628504	DoRothEA-A;ExTRI;HTRI;TRRUST
JUN	EZR	0	0	19164283	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
FOS	EZR	0	0	19164283	ExTRI;GEREDB;TRRUST
NR1H3	BARD1	0	0	19164445	ExTRI
CEBPB	AKT1	0	0	19164449	ExTRI
RORA	CYP2C19	0	0	19164466	ExTRI
RORA	CYP2C8	0	0	19164466	ExTRI;GEREDB
RORA	CYP2C9	0	0	19164466	ExTRI
RORC	CYP2C19	0	0	19164466	ExTRI;NTNU.Curated
RORC	CYP2C8	0	0	19164466	ExTRI;GEREDB;NTNU.Curated
RORC	CYP2C9	0	0	19164466	ExTRI;NTNU.Curated
ATF3	PMAIP1	0	0	19164757	ExTRI;NTNU.Curated
ATF4	PMAIP1	0	0	19164757	ExTRI;NTNU.Curated
GFI1	CDKN2B	0	0	19164764	ExTRI;NTNU.Curated
RELA	BRMS1	0	0	19165610;21765477	ExTRI;NTNU.Curated
NRF1	GRIA2	0	0	19166514;24576410;9712644	ExTRI
SHOX2	NKX2-5	0	0	19166829	ExTRI
AR	ARRB2	0	0	19167076	ExTRI
BMAL2	PER2	0	0	19168071;19605937	ExTRI
ETS2	PCYT1A	0	0	19168148	ExTRI;GEREDB;NTNU.Curated
KLF4	COL8A1	0	0	19168440	ExTRI;NTNU.Curated
SP1	COL8A1	0	0	19168440	ExTRI;GEREDB
SP1	KLF4	0	0	19168719;22337869	ExTRI;NTNU.Curated
FOXC2	FGF8	0	0	19170063	ExTRI
HAND1	FGF8	0	0	19170063	ExTRI
MYOG	FGF8	0	0	19170063	ExTRI
FOXC2	HAND1	0	0	19170063	ExTRI;GEREDB;TFactS
ESR1	GNB1	0	0	19170076	ExTRI
ESR2	GNB1	0	0	19170076	ExTRI
THRA	KCND3	0	0	19171649	ExTRI
THRB	KCND3	0	0	19171649	ExTRI
THRA	KCNIP2	0	0	19171649	ExTRI
TAL1	LMO2	0	0	19171877	ExTRI;Pavlidis2021
HOPX	FOS	0	0	19173292	ExTRI;GEREDB;NTNU.Curated;TRRUST
SRF	HOPX	0	0	19173292	ExTRI;NTNU.Curated
TP73	PTEN	0	0	19173293	ExTRI
LEF1	SKP2	0	0	19174556	ExTRI;NTNU.Curated;TRRUST
SP1	ILK	0	0	19176380;24361375	ExTRI
AR	TMPRSS2	0	0	19176386;20308527;20610535;20623637;21761340;23192983;24505269	DoRothEA-A;ExTRI;SIGNOR;TRRUST
SMAD4	TPM1	0	0	19177011	ExTRI;NTNU.Curated
ZEB1	SEMA3F	0	0	19177200	ExTRI;GEREDB;NTNU.Curated
SNAI1	SEMA3F	0	0	19177200	ExTRI
HIF1A	PLAUR	0	0	16956360;17335808;17357815;19177204	ExTRI;GEREDB
CEBPD	CSF1R	0	0	19179305	ExTRI
CEBPD	GFI1	0	0	19179305	ExTRI
GFI1	CSF1R	0	0	19179305	ExTRI
RUNX2	CSF1R	0	0	19179305	ExTRI;NTNU.Curated
PPARG	SHBG	0	0	19179433	ExTRI;NTNU.Curated
SREBF2	HNF4A	0	0	19179483	ExTRI;NTNU.Curated;TRRUST
HMGA2	CDH1	0	0	19179606	ExTRI;TRRUST
JUN	EDN1	0	0	12208352;16740983;1918021;21216243;21239258;22301113	ExTRI;TFactS;TRRUST
FOS	EDN1	0	0	1918021;21239258	ExTRI;NTNU.Curated
JUN	PTGDS	0	0	19181746	ExTRI
SPI1	PTGDS	0	0	19181746	ExTRI
CTBP2	IL2	0	0	19181930	ExTRI
STAT3	IL23A	0	0	19185846	CytReg;ExTRI;NTNU.Curated
STAT3	IL12A	0	0	19185846	CytReg;ExTRI;GEREDB;NTNU.Curated
STAT3	REL	0	0	19185846	ExTRI
NR2E3	PIAS3	0	0	19186166	ExTRI
APEX1	GFRA1	0	0	19188437	ExTRI
APEX1	GDNF	0	0	19188437	ExTRI
GFI1	ITGAE	0	0	19188499	ExTRI
CDX1	KRT20	0	0	19188603	ExTRI;NTNU.Curated;TRRUST
EWSR1	GLI1	0	0	19189974	ExTRI;NTNU.Curated
FLI1	GLI1	0	0	19189974	ExTRI;NTNU.Curated
EWSR1	MPPED2	0	0	19189974	ExTRI
TP53	SULF2	0	0	19190338	ExTRI
MYF5	FOXE1	0	0	19192046	ExTRI;NTNU.Curated
SRF	ARC	0	0	19193899;20694003	ExTRI;NTNU.Curated
NCOA1	KDM3A	0	0	19194461	ExTRI
NCOA1	UCP1	0	0	19194461	ExTRI
MZF1	FGF2	0	0	19196427	ExTRI;NTNU.Curated
NCOR1	CGA	0	0	19196836	ExTRI;NTNU.Curated
TOX3	CREBBP	0	0	19196971	ExTRI
TOX3	FOS	0	0	19196971	ExTRI;NTNU.Curated
MYC	EZH2	0	0	19197161;21941025	ExTRI
EZH2	MYC	0	0	23079660	TRRUST
RELA	KITLG	0	0	14563684;19197368	CytReg;ExTRI
PPARA	NR1H3	0	0	12595494;18498712;18758514	GEREDB
NR1H3	PPARA	0	0	19201410;21521932	ExTRI
ETS1	CRYAB	0	0	19205872	ExTRI;HTRI;NTNU.Curated
CXXC1	GHRHR	0	0	19207817	ExTRI
TFCP2	GHRHR	0	0	19207817	ExTRI
ASCL1	CCND2	0	0	19208763	ExTRI;NTNU.Curated
MYCN	CCND2	0	0	19208763	ExTRI;NTNU.Curated
KMT2A	BMI1	0	0	19208841;25056311	ExTRI
KMT2A	CDKN2A	0	0	19208841	ExTRI
RUNX1	SPI1	0	0	12576332;17994017;18316480;19208846;19339695;20972335;23817177;24037986	ExTRI;GEREDB;GOA;Pavlidis2021;SIGNOR;TRRUST
MBD2	RELA	0	0	19208907	ExTRI
MBD2	SETD7	0	0	19208907	ExTRI
MBD2	SUV39H1	0	0	19208907	ExTRI
RELA	KDM1A	0	0	19208907;23423566	ExTRI
NR2F2	CCNE1	0	0	19210544	ExTRI;NTNU.Curated
PROX1	CCNE1	0	0	19210544;21040746	ExTRI;TFactS;TRRUST
MYC	LIN28B	0	0	19211792;23318446	ExTRI
SOX9	CBLN4	0	0	19211811	ExTRI;GEREDB;NTNU.Curated
FOXO3	BIRC5	0	0	18426407;19211844;19470765;22056878	ExTRI;GEREDB;TRRUST
HIF1A	AGT	0	0	19211927	ExTRI;NTNU.Curated
JUND	AGT	0	0	19211927	ExTRI;NTNU.Curated
JUND	TGFB1	0	0	10843986;16896927;19211927;21515915	CytReg;ExTRI;TFactS;TRRUST
DLX2	FGFR1	0	0	19212323	ExTRI
DLX2	KRT27	0	0	19212323	ExTRI
DLX2	ME3	0	0	19212323	ExTRI
KMT2A	FGFR1	0	0	19212323;20861184;22046413;23629655;23691099;24244196	ExTRI
KMT2A	KRT27	0	0	19212323	ExTRI
KMT2A	ME3	0	0	19212323;23399917;23629655	ExTRI
NR4A1	NFKBIA	0	0	19213954	ExTRI;GEREDB
NR4A1	IL1B	0	0	16873729;19213954	ExTRI;GEREDB
FOXI1	APP	0	0	19214237	ExTRI
NFIC	RGN	0	0	19214710	ExTRI
HOXC8	BMP2	0	0	19214787	ExTRI
NR1H2	XPA	0	0	19217408	ExTRI
ID1	ESR2	0	0	19217708	ExTRI
ZGPAT	BIK	0	0	19219069;22084314	ExTRI
KMT2A	MMP9	0	0	19219072	ExTRI
KMT2A	NFKBIA	0	0	19219072	ExTRI
KMT2B	MMP9	0	0	19219072	ExTRI
KMT2B	NFKBIA	0	0	19219072	ExTRI
NFKB2	MMP9	0	0	19219072	ExTRI;NTNU.Curated
NFKB2	NFKBIA	0	0	19219072	ExTRI
GLI1	JUN	0	0	19219074	ExTRI;GEREDB;NTNU.Curated;TRRUST
IKZF1	VPREB1	0	0	1922043	ExTRI;NTNU.Curated
HIF1A	PNMT	0	0	19220706	ExTRI;GEREDB
SSRP1	CDAN1	0	0	19220793	ExTRI
STAT5B	AGT	0	0	19220857	ExTRI;NTNU.Curated
CEBPB	IKBKB	0	0	19221050	ExTRI
PPARG	YWHAE	0	0	19221220;20127524	ExTRI;GEREDB;NTNU.Curated
HBP1	CD74	0	0	19223331	ExTRI
PAX6	PKD2	0	0	19223471;20592023;24047795	ExTRI
PAX6	SCG5	0	0	19223471	ExTRI
MAF	PKD2	0	0	19223471;20592023	ExTRI
MAF	SCG5	0	0	19223471	ExTRI
NEUROD1	PKD2	0	0	19223471	ExTRI
NEUROD1	SCG5	0	0	19223471	ExTRI
SP1	CFLAR	0	0	19223508	ExTRI
SP3	CFLAR	0	0	19223508	ExTRI
NEUROD6	YBX1	0	0	19225866	ExTRI
PPARG	SESN1	0	0	19226370	ExTRI;NTNU.Curated
HNF4A	SLC28A1	0	0	19228884	ExTRI
NR1H3	FGF1	0	0	19229075	ExTRI
TP53	MDH1	0	0	19229245	ExTRI
STAT5A	LCN2	0	0	19229297	ExTRI;Pavlidis2021
RUNX1	ABL1	0	0	19229297	ExTRI
RUNX1	BCR	0	0	19229297	ExTRI
RUNX1	SLC22A17	0	0	19229297	ExTRI;NTNU.Curated;Pavlidis2021
RUNX3	SLC22A17	0	0	19229297	ExTRI;NTNU.Curated;Pavlidis2021
CEBPB	CDKN1C	0	0	19229324	ExTRI;NTNU.Curated
HOXD4	FGFR1	0	0	19232136	ExTRI
HOXD4	KRT27	0	0	19232136	ExTRI
HOXD4	ME3	0	0	19232136	ExTRI
GATA3	KLK1	0	0	19232384	ExTRI;GEREDB;NTNU.Curated;TRRUST
USF2	PPARGC1A	0	0	19233164	ExTRI;NTNU.Curated
MEF2A	CPT1B	0	0	19233164	ExTRI;NTNU.Curated;TFactS
USF2	CPT1B	0	0	19233164	ExTRI;NTNU.Curated
NFATC1	FLT4	0	0	19233265	ExTRI;GEREDB
JDP2	CDKN2A	0	0	19233846	ExTRI;GEREDB;NTNU.Curated
JDP2	CDKN2B	0	0	19233846	ExTRI
JDP2	ATF3	0	0	19233874;22989952	ExTRI;NTNU.Curated;TRRUST
HNF4A	MMP2	0	0	19233958	ExTRI
PRDM1	NLRP12	0	0	19234190	ExTRI;NTNU.Curated
PRDM1	CXCR5	0	0	19234190;22406686	ExTRI
NSD2	NCAM1	0	0	19235015	ExTRI
PAX5	NCAM1	0	0	19235015	ExTRI
TEAD4	HIF1A	0	0	19236848;21540178;24213609	ExTRI;GEREDB;NTNU.Curated
CEBPG	AKR1B10	0	0	19236911	ExTRI;NTNU.Curated
ETS1	AKR1B10	0	0	19236911	ExTRI;NTNU.Curated
TP53	AKR1B10	0	0	19236911	ExTRI;NTNU.Curated
NR0B1	RNF31	0	0	19237537	ExTRI
GATA3	CRYAB	0	0	19238749	ExTRI
FOXN1	SUMO1	0	0	19242820	ExTRI
CREB1	KCNMA1	0	0	19243452	ExTRI;NTNU.Curated
ZBTB7A	CDKN1A	0	0	19244234;19471103;23658227	ExTRI;GEREDB
TP53	GC	0	0	19244234;8642300	ExTRI;TRRUST
TP53	ZBTB7A	0	0	19244234	ExTRI
FOXO1	FOXO1	0	0	19244250;19690465;23467085	ExTRI;IntAct;NTNU.Curated;TFactS
FOXO3	FOXO4	0	0	19244250	ExTRI;GEREDB;TFactS
HIF1A	DNASE1	0	0	19246681	ExTRI
HIF1A	GSN	0	0	19246681	ExTRI
XBP1	CAT	0	0	19247368	ExTRI
EWSR1	DKK2	0	0	19247449	ExTRI
CEBPB	MMP13	0	0	19248099;22095691;9115242	ExTRI;HTRI;NTNU.Curated
AR	IGF1R	0	0	15033751;17202144;19250214;19318566;20610535	DoRothEA-A;ExTRI;TRRUST
HSF1	CRYGA	0	0	19250318	ExTRI;NTNU.Curated;TRRUST
HSF1	CRYGB	0	0	19250318	ExTRI;NTNU.Curated;TRRUST
HSF1	CRYGC	0	0	19250318	ExTRI
HSF4	CRYGC	0	0	19250318	ExTRI;NTNU.Curated;TRRUST
RUNX2	SMPD3	0	0	19250608	ExTRI;GEREDB;NTNU.Curated
TP53	WRAP53	0	0	19250907;21924287	ExTRI
TP53	MAPK12	0	0	19251701	ExTRI
BCL6	CCR7	0	0	19252493	ExTRI
MYBL2	BIRC5	0	0	19252525	ExTRI;NTNU.Curated
HNF4A	ALDOB	0	0	15933209;19252740	DoRothEA-A;ExTRI
HNF4A	APOC2	0	0	19252740;9461615;9651383	ExTRI
HAND2	TH	0	0	19254708	ExTRI
RELA	SOX9	0	0	19254740;23592398	ExTRI;NTNU.Curated
TGIF1	RARB	0	0	19255510	ExTRI
ZNF296	MPO	0	0	19255975	ExTRI
AR	INHBA	0	0	19257827	ExTRI
ID2	CDH1	0	0	19257909	ExTRI;GEREDB
HR	IFNG	0	0	19258311;8930134	ExTRI
TP53	CXCL1	0	0	19258312	ExTRI;NTNU.Curated
RUNX2	FGFR3	0	0	19259985	ExTRI;GEREDB;NTNU.Curated
RUNX2	SDC1	0	0	19259985	ExTRI;NTNU.Curated
RUNX2	SDC2	0	0	19259985	ExTRI;NTNU.Curated
RUNX2	SDC3	0	0	19259985	ExTRI;NTNU.Curated
RUNX2	EXT1	0	0	19259985	ExTRI;GEREDB;NTNU.Curated
CEBPB	CYP27B1	0	0	19261615;20560977	ExTRI;GEREDB
ERF	HPS4	0	0	19261734	ExTRI
ERF	IREB2	0	0	19261734	ExTRI
EGR1	ACTA2	0	0	19261809	ExTRI;NTNU.Curated
EGR1	YBX1	0	0	19261809	ExTRI
YBX1	ACTA2	0	0	19261809;24446247;24832798	ExTRI;NTNU.Curated
YBX1	TNF	0	0	19261809	ExTRI
MSX1	FSHB	0	0	19262020	ExTRI;NTNU.Curated
MSX1	LHB	0	0	19262020	ExTRI;NTNU.Curated
SP1	NKX3-1	0	0	19263243	ExTRI;GEREDB
PROX1	SLC26A5	0	0	19264593	ExTRI
SP1	SLC26A5	0	0	19264593	ExTRI
FOXL2	DMRT1	0	0	19264703	ExTRI
GLIS3	INS	0	0	19264802;19805515;21543335;23856252;23927931	ExTRI;GEREDB;NTNU.Curated;TRRUST
GLIS3	MAFA	0	0	19264802	ExTRI;GEREDB;NTNU.Curated
STAT3	G6PC1	0	0	19264844	ExTRI;NTNU.Curated
KMT2A	CCNA2	0	0	19264965	ExTRI
CUX1	KMT2E	0	0	19264965	ExTRI
CUX1	PPIA	0	0	19264965	ExTRI
CUX1	SMARCA2	0	0	19264965	ExTRI
CUX1	SMARCA4	0	0	19264965	ExTRI
KMT2A	PPIA	0	0	19264965	ExTRI
KMT2A	SMARCA2	0	0	19264965	ExTRI
KMT2A	SMARCA4	0	0	19264965	ExTRI
PPARD	MFN2	0	0	19265701	ExTRI;NTNU.Curated
PURA	KLK3	0	0	19267365	ExTRI
ID3	CDH1	0	0	19267405	ExTRI
ID3	MMP2	0	0	19267405	ExTRI
TP63	ID3	0	0	19267405	ExTRI
TP63	MMP2	0	0	19267405	ExTRI
PREB	GK	0	0	19267880	ExTRI
PREB	GCK	0	0	19267880	ExTRI
ABL1	BCL6	0	0	15509806	TRRUST
BCL6	ABL1	0	0	19268365	ExTRI
BCL6	BCR	0	0	19268365	ExTRI
BCL6	MAPK1	0	0	19268365	ExTRI
MEIS1	NFYA	0	0	19268698	ExTRI
ELF5	STAT5A	0	0	19269284	ExTRI
MYC	AGO1	0	0	19269368	ExTRI
BARX2	SMN2	0	0	19269978	ExTRI;NTNU.Curated
AHRR	CYP1A2	0	0	19270430	ExTRI;NTNU.Curated
AR	CYP1A2	0	0	19270430	ExTRI
AR	CYP1B1	0	0	19270430	ExTRI
YBX1	CPS1	0	0	19272383	ExTRI;NTNU.Curated
HES1	PRPH2	0	0	19272428	ExTRI
NEUROD1	PRPH2	0	0	19272428	ExTRI
ZHX2	HK2	0	0	19273305	ExTRI;NTNU.Curated
ZHX3	HK2	0	0	19273305	ExTRI;NTNU.Curated
ZHX2	ZHX2	0	0	19273305	ExTRI
ZHX3	ZHX2	0	0	19273305	ExTRI
ZHX2	ZHX3	0	0	19273305	ExTRI
ZHX3	ZHX3	0	0	19273305	ExTRI
